SSC,FLT,ORG,DES,STD,STA,FLO,MON,TUE,WED,THU,FRI,SAT,SUN,FSD,FED,IRR
S19,A1140,ARP3,ARP8,8:35,9:25,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1905,ARP3,ARP8,8:40,9:35,J,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,I1593,ARP8,ARP3,8:45,9:35,I,Y,Y,Y,Y,Y,Y,Y,20190331,20190831,N
S19,H1701,ARP4,ARP3,8:50,10:05,H,,,,,Y,Y,Y,20190331,20191026,N
S19,B1301,ARP5,ARP3,8:50,9:55,B,Y,,Y,Y,,Y,Y,20190331,20191026,N
S19,J1856,ARP14,ARP3,8:50,10:00,J,Y,,Y,,Y,,Y,20190519,20191025,N
S19,L1803,ARP4,ARP3,8:55,9:55,L,Y,,,,Y,,Y,20190331,20191026,N
S19,L1803,ARP4,ARP3,9:00,9:55,L,,Y,,Y,,Y,,20190331,20191026,N
S19,B1301,ARP5,ARP3,9:05,10:05,B,,Y,,,,,,20190331,20191026,N
S19,J1934,ARP9,ARP3,9:05,10:05,J,,,,,,,Y,20190331,20190703,N
S19,J1934,ARP9,ARP3,9:05,10:05,J,,,,,Y,,,20190405,20190703,N
S19,I1552,ARP3,ARP6,9:10,10:20,I,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1807,ARP3,ARP4,9:15,10:20,J,,,,Y,,,,20190808,20191024,N
S19,J1807,ARP3,ARP4,9:15,10:20,J,Y,Y,Y,,Y,Y,Y,20190805,20191026,N
S19,J1807,ARP3,ARP4,9:15,10:20,J,Y,,,,Y,Y,Y,20190729,20190804,N
S19,J1807,ARP3,ARP4,9:15,10:20,J,,Y,Y,Y,Y,Y,Y,20190521,20190801,N
S19,J1807,ARP3,ARP4,9:15,10:20,J,Y,,,,,,,20190520,20190722,N
S19,B1200,ARP3,ARP4,9:25,10:40,B,Y,,,,,,Y,20190331,20191026,N
S19,I1582,ARP3,ARP6,9:30,10:40,I,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1806,ARP4,ARP3,9:30,10:35,J,,,Y,Y,Y,Y,Y,20190501,20191026,N
S19,L1726,ARP3,ARP1,16:20,17:30,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1736,ARP3,ARP1,21:05,22:15,L,Y,,Y,,Y,,Y,20190331,20191026,N
S19,B1201,ARP4,ARP3,7:30,8:30,B,Y,,,,Y,,Y,20190430,20191026,N
S19,B1853,ARP1,ARP4,7:30,8:25,B,,,Y,,,,,20190603,20191026,Y
S19,I1565,ARP2,ARP3,14:05,15:00,I,Y,Y,,Y,Y,Y,Y,20190624,20191026,N
S19,H1202,ARP1,ARP2,7:35,8:30,H,Y,Y,Y,Y,Y,Y,Y,20190705,20191026,N
S19,L1811,ARP4,ARP3,7:40,8:45,L,,Y,,Y,,Y,,20190723,20190831,Y
S19,J1806,ARP4,ARP3,9:30,10:35,J,Y,Y,,,,,,20190429,20191022,N
S19,I1592,ARP3,ARP8,9:30,10:20,I,Y,Y,Y,Y,Y,Y,Y,20190901,20191026,N
S19,A1121,ARP4,ARP3,9:30,10:30,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1901,ARP8,ARP3,9:30,10:25,L,Y,Y,,Y,Y,Y,Y,20190331,20191026,N
S19,F1302,ARP3,ARP13,9:30,10:25,F,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1901,ARP8,ARP3,9:30,10:20,L,,,Y,,,,,20190331,20191026,N
S19,H1802,ARP3,ARP6,9:35,10:45,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1805,ARP4,ARP3,9:35,10:35,L,,,Y,,,,,20190331,20191026,N
S19,B1200,ARP3,ARP4,9:35,10:40,B,,,,,Y,,,20190331,20191026,N
S19,A1141,ARP8,ARP3,9:55,10:45,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1955,ARP3,ARP6,10:05,11:10,J,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1805,ARP4,ARP3,10:05,11:05,L,Y,Y,,Y,Y,Y,Y,20190331,20191026,N
S19,J1904,ARP8,ARP3,10:10,11:00,J,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,H1851,ARP6,ARP3,10:10,11:20,H,Y,Y,Y,Y,Y,Y,Y,20190922,20191011,N
S19,H1851,ARP6,ARP3,10:10,11:20,H,Y,Y,Y,Y,Y,Y,Y,20190615,20190712,N
S19,H1851,ARP6,ARP3,10:10,11:20,H,Y,Y,Y,Y,Y,Y,Y,20190714,20190920,N
S19,A1196,ARP3,ARP9,10:15,11:05,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,H1601,ARP8,ARP3,10:15,11:05,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1706,ARP1,ARP3,8:45,9:55,L,Y,Y,Y,Y,Y,Y,Y,20190401,20191026,N
S19,L1724,ARP1,ARP3,15:50,17:00,L,,Y,,Y,,Y,,20190401,20191026,N
S19,L1708,ARP1,ARP3,10:00,11:10,L,Y,Y,Y,Y,Y,Y,Y,20190401,20191026,N
S19,L1706,ARP3,ARP1,8:45,9:55,L,Y,Y,Y,Y,Y,Y,Y,20190401,20191027,N
S19,L1722,ARP3,ARP1,15:05,16:15,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,B1891,ARP1,ARP5,7:10,8:10,B,,,,,Y,,,20190501,20191026,N
S19,M1362,ARP3,ARP10,11:30,12:50,M,,,,,,Y,,20190701,20190731,N
S19,J1534,ARP1,ARP11,8:50,9:45,J,,,,,,Y,Y,20190725,20190731,N
S19,B1200,ARP3,ARP4,10:20,11:25,B,,Y,Y,Y,,Y,,20190331,20191026,N
S19,B1300,ARP3,ARP5,10:40,11:40,B,Y,,Y,Y,,Y,Y,20190331,20191026,N
S19,I1584,ARP3,ARP6,10:45,11:55,I,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,B1300,ARP3,ARP5,10:50,11:50,B,,Y,,,,,,20190331,20191026,N
S19,L1904,ARP3,ARP8,10:50,11:40,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,F1301,ARP13,ARP3,10:55,11:50,F,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,I1553,ARP6,ARP3,10:55,12:05,I,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1808,ARP4,ARP3,11:00,12:05,J,Y,,,,,,,20190520,20190722,N
S19,J1808,ARP4,ARP3,11:00,12:05,J,,Y,Y,Y,Y,Y,Y,20190521,20190801,N
S19,J1808,ARP4,ARP3,11:00,12:05,J,Y,,,,Y,Y,Y,20190729,20190804,N
S19,J1808,ARP4,ARP3,11:00,12:05,J,Y,Y,Y,,Y,Y,Y,20190805,20191026,N
S19,J1808,ARP4,ARP3,11:00,12:05,J,,,,Y,,,,20190808,20191024,N
S19,A1142,ARP3,ARP8,11:10,12:05,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,I1593,ARP8,ARP3,11:15,12:05,I,Y,Y,Y,Y,Y,Y,Y,20190901,20191026,N
S19,H1801,ARP6,ARP3,11:15,12:20,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1855,ARP3,ARP14,11:15,12:25,J,,Y,Y,,Y,,,20190517,20191025,N
S19,J1855,ARP3,ARP14,11:15,12:25,J,Y,,,Y,,Y,Y,20190518,20191026,N
S19,A1232,ARP3,ARP6,11:20,12:25,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,I1583,ARP6,ARP3,11:25,12:35,I,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1124,ARP3,ARP4,11:40,12:45,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1197,ARP9,ARP3,11:45,12:35,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1956,ARP6,ARP3,11:50,12:55,J,,Y,,Y,,Y,,20190402,20191026,N
S19,J1907,ARP3,ARP8,11:50,12:50,J,Y,,Y,,,,,20190415,20191023,N
S19,J1907,ARP3,ARP8,11:50,12:50,J,,Y,,Y,Y,Y,Y,20190416,20191026,N
S19,J1825,ARP3,ARP5,11:50,12:55,J,,Y,,Y,Y,Y,,20190416,20191026,N
S19,J1825,ARP3,ARP5,11:50,12:55,J,Y,,Y,,,,,20190415,20191023,N
S19,L1903,ARP8,ARP3,12:10,12:55,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,I1585,ARP6,ARP3,12:30,13:40,I,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1957,ARP3,ARP6,12:30,13:35,J,Y,,Y,,Y,,Y,20190331,20191025,N
S19,A1143,ARP8,ARP3,12:45,13:40,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1233,ARP6,ARP3,12:55,14:00,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1835,ARP3,ARP12,13:00,14:00,J,Y,,,,,,,20190520,20191021,N
S19,J1809,ARP3,ARP4,13:00,14:05,J,,Y,,,,,,20190903,20191022,N
S19,A1144,ARP3,ARP8,13:10,14:05,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1854,ARP14,ARP3,13:20,14:30,J,Y,,,Y,,Y,Y,20190518,20191026,N
S19,J1854,ARP14,ARP3,13:20,14:30,J,,Y,Y,,Y,,,20190517,20191025,N
S19,J1935,ARP3,ARP9,13:25,14:25,J,,,,,,Y,,20190525,20191026,N
S19,L1906,ARP3,ARP8,13:25,14:15,L,,Y,,Y,,Y,Y,20190331,20191026,N
S19,A1125,ARP4,ARP3,13:25,14:30,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1906,ARP8,ARP3,13:25,14:25,J,,Y,,Y,Y,Y,Y,20190416,20191026,N
S19,J1906,ARP8,ARP3,13:25,14:25,J,Y,,Y,,,,,20190415,20191023,N
S19,J1957,ARP3,ARP6,13:25,14:30,J,,Y,,Y,,Y,,20190402,20191026,N
S19,J1935,ARP3,ARP9,13:25,14:25,J,Y,Y,Y,Y,,,,20190520,20191024,N
S19,B1851,ARP1,ARP4,6:50,7:50,B,Y,Y,Y,Y,Y,Y,Y,20190515,20191026,N
S19,J1824,ARP5,ARP3,13:35,14:40,J,,Y,,Y,Y,Y,,20190416,20191026,N
S19,J1824,ARP5,ARP3,13:35,14:40,J,Y,,Y,,,,,20190415,20191023,N
S19,J1921,ARP3,ARP13,13:40,14:45,J,,,,,,Y,,20190511,20191026,N
S19,J1921,ARP3,ARP13,13:40,14:45,J,Y,Y,Y,Y,Y,,Y,20190429,20191025,N
S19,I1554,ARP3,ARP6,14:15,15:25,I,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1956,ARP6,ARP3,14:15,15:20,J,Y,,Y,,Y,,Y,20190331,20191025,N
S19,H1704,ARP3,ARP4,14:25,15:30,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1198,ARP3,ARP9,14:35,15:25,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1835,ARP3,ARP12,14:35,15:35,J,,,,,Y,,Y,20190331,20191025,N
S19,J1825,ARP3,ARP5,14:40,15:45,J,,,,,,,Y,20190407,20191020,N
S19,J1834,ARP12,ARP3,14:40,15:40,J,Y,,,,,,,20190520,20191021,N
S19,A1145,ARP8,ARP3,14:40,15:30,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1804,ARP3,ARP4,14:45,15:50,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1905,ARP8,ARP3,14:45,15:30,L,,Y,,Y,,Y,Y,20190331,20191026,N
S19,J1810,ARP4,ARP3,14:55,16:00,J,,Y,,,,,,20190903,20191022,N
S19,J1934,ARP9,ARP3,15:00,16:00,J,,,,,,Y,,20190525,20191026,N
S19,J1934,ARP9,ARP3,15:00,16:00,J,Y,Y,Y,Y,,,,20190520,20191024,N
S19,B1851,ARP1,ARP4,6:50,7:50,B,,,Y,,,,,20190618,20191026,N
S19,B1851,ARP1,ARP4,7:00,8:00,B,,,Y,,,,,20190619,20191026,N
S19,L1906,ARP3,ARP8,15:05,15:55,L,Y,,Y,,Y,,,20190331,20191026,N
S19,J1811,ARP3,ARP4,15:05,16:10,J,,Y,,Y,Y,Y,Y,20190601,20191026,N
S19,J1811,ARP3,ARP4,15:05,16:10,J,Y,,Y,,,,,20190603,20191023,N
S19,J1909,ARP3,ARP8,15:10,16:10,J,Y,Y,Y,Y,Y,Y,Y,20190902,20191026,N
S19,J1909,ARP3,ARP8,15:10,16:10,J,,Y,,Y,,,,20190730,20190829,N
S19,J1909,ARP3,ARP8,15:10,16:10,J,Y,,Y,,Y,Y,Y,20190729,20190901,N
S19,J1909,ARP3,ARP8,15:10,16:10,J,Y,,Y,Y,Y,Y,Y,20190429,20190728,N
S19,J1909,ARP3,ARP8,15:10,16:10,J,,Y,,,,,,20190507,20190723,N
S19,A1234,ARP3,ARP6,15:10,16:15,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1958,ARP6,ARP3,15:10,16:15,J,,Y,,Y,,Y,,20190402,20191026,N
S19,I1586,ARP3,ARP6,15:25,16:35,I,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1920,ARP13,ARP3,15:25,16:25,J,Y,Y,Y,Y,Y,,Y,20190429,20191025,N
S19,J1920,ARP13,ARP3,15:25,16:25,J,,,,,,Y,,20190511,20191026,N
S19,J1959,ARP3,ARP6,15:30,16:40,J,Y,,Y,,Y,,Y,20190403,20191025,N
S19,A1199,ARP9,ARP3,16:00,16:50,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
